#date,queriesUDP_IPV4,queriesTCP_IPv4,queriesTOTAL_IPv4,ratioTCP_IPv4,queriesUDP_IPV6,queriesTCP_IPv6,queriesTOTAL_IPv6,ratioTCP_IPv6
20160820,4973096819,42079904,5015176723,0.84,515379737,1232594,516612331,0.24
20160821,4995347622,44702975,5040050597,0.89,510454197,1213442,511667639,0.24
20160822,5656240070,44808747,5701048817,0.79,533453043,1258799,534711842,0.24
20160823,5723575832,45041386,5768617218,0.78,532474680,1190855,533665535,0.22
20160824,5525252513,45093956,5570346469,0.81,535428359,1245850,536674209,0.23
20160825,5677053667,48481595,5725535262,0.85,557491282,1206859,558698141,0.22
20160826,4833878827,40063307,4873942134,0.82,498873444,1277503,500150947,0.26
20160827,5041046146,46207098,5087253244,0.91,493743387,1237074,494980461,0.25
20160828,4854923453,47625591,4902549044,0.97,499764968,1154806,500919774,0.23
20160829,5471272641,51412944,5522685585,0.93,527183862,1966191,529150053,0.37
20160830,5922038553,53070309,5975108862,0.89,535028080,2586900,537614980,0.48
20160831,5828384565,39242764,5867627329,0.67,528016134,1319913,529336047,0.25
20160901,5338615961,32418895,5371034856,0.6,521889746,1373498,523263244,0.26
20160902,5147023827,30791858,5177815685,0.59,505404309,1329550,506733859,0.26
20160903,4745854391,29865422,4775719813,0.63,471836339,1264397,473100736,0.27
20160904,4894451151,29370175,4923821326,0.6,474402505,1225025,475627530,0.26
20160905,5501741337,31135103,5532876440,0.56,505344582,1392134,506736716,0.27
20160906,5446280335,30604407,5476884742,0.56,506900758,1438231,508338989,0.28
20160907,5660279665,32561376,5692841041,0.57,515412257,1386656,516798913,0.27
20160908,5762475250,33604325,5796079575,0.58,515996287,1427910,517424197,0.28
20160909,5609638922,31574952,5641213874,0.56,510399004,1430262,511829266,0.28
20160910,5115053713,32851202,5147904915,0.64,492520708,1300693,493821401,0.26
20160911,5006115643,38553085,5044668728,0.76,503810125,1327281,505137406,0.26
20160912,5500699381,34081922,5534781303,0.62,519963654,1415710,521379364,0.27
20160913,5853401584,37390856,5890792440,0.63,539911049,1453867,541364916,0.27
20160914,5906119877,35731581,5941851458,0.6,554396154,1493567,555889721,0.27
20160915,5942443593,33084638,5975528231,0.55,548480809,1648613,550129422,0.3
20160916,5610918304,32962134,5643880438,0.58,549111496,1700902,550812398,0.31
20160917,4955406867,30749310,4986156177,0.62,515491255,1420316,516911571,0.27
20160918,5000251878,29137178,5029389056,0.58,501612974,1199605,502812579,0.24
20160919,5569332391,31742677,5601075068,0.57,562409828,1559363,563969191,0.28
20160920,5627883647,31068610,5658952257,0.55,565870566,1526739,567397305,0.27
20160921,5667690971,32402294,5700093265,0.57,553182277,1487712,554669989,0.27
20160922,5802077011,34225587,5836302598,0.59,567766288,1490219,569256507,0.26
20160923,5437417404,31119618,5468537022,0.57,539497179,1503577,541000756,0.28
20160924,5113280510,31394010,5144674520,0.61,521160437,1520877,522681314,0.29
20160925,5561792917,29952312,5591745229,0.54,527197027,1445539,528642566,0.27
20160926,6010831739,34090379,6044922118,0.56,550924663,1423797,552348460,0.26
20160927,6194593176,36636233,6231229409,0.59,543618728,1505687,545124415,0.28
20160928,6384939574,35068210,6420007784,0.55,560417252,1473421,561890673,0.26
20160929,7960735734,42522178,8003257912,0.53,650622725,1767422,652390147,0.27
20160930,7163620903,40130411,7203751314,0.56,629128948,1684788,630813736,0.27
20161001,6145354793,53939885,6199294678,0.87,622380909,3870556,626251465,0.62
20161002,5471290720,61459977,5532750697,1.11,559372690,6289802,565662492,1.11
20161003,5860864619,66929170,5927793789,1.13,589929289,6465964,596395253,1.08
20161004,5766774119,65465134,5832239253,1.12,546328656,6182272,552510928,1.12
20161005,5774125946,62278512,5836404458,1.07,556994757,6187121,563181878,1.1
20161006,5916771075,62214298,5978985373,1.04,588293499,5977080,594270579,1.01
20161007,5889208733,58346263,5947554996,0.98,647312284,5750760,653063044,0.88
20161008,5018954042,57352609,5076306651,1.13,541186692,5734433,546921125,1.05
20161009,4970925733,57297182,5028222915,1.14,549629710,5750417,555380127,1.04
20161010,5360005461,57358469,5417363930,1.06,578251834,6110599,584362433,1.05
20161011,5469798120,62193944,5531992064,1.12,576337043,5893767,582230810,1.01
20161012,5439667119,60063715,5499730834,1.09,579046497,6177941,585224438,1.06
